1,Item,Page 17-18,Categories,Product Type,Group Components,Feature,Short Description,Long Description,Origin,CTN,Shipping Length (Inch),Shipping Width (Inch),Shipping Height (Inch),Shipping Volume (CuFt),Shipping Weight (LB),Product Dimension (Inch),Style,Material,Material %1,Material %2,Size,Name,Reference Image,Color,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Summary
4604,CM-DK602-L-PK,264,Youth,Desk,"CM-DK602-L-1, CM-DK602-L-2",,"52"" Desk","Furniture of America DEDE Transitional 52"" Desk",,2,0,0,0,14.3,68,"52 3/8""W X 21 1/4""D X 30""H",Transitional,,,,"52"" Large",DEDE,CM-DK602.jpg,Dark Walnut,Transitional Style,3 Drawers,"Solid Wood, Wood Veneer, Others*",Dark Walnut Finish,,,,,,,Experience ultimate functionality with ample storage space and room for working with this convenient youth desk.Keep pens and papers neatly organized within any of the three drawers. Two sizes available to match full or twin size beds. - -
4607,CM-DK602-S-PK,264,Youth,Desk,"CM-DK602-S-1, CM-DK602-S-2",,"37"" Desk","Furniture of America DEDE Transitional 37"" Desk",,2,0,0,0,11.4,48.4,"37""W X 21 1/4""D X 30""H",Transitional,,,,"37"" Small",DEDE,CM-DK602.jpg,Dark Walnut,Transitional Style,3 Drawers,"Solid Wood, Wood Veneer, Others*",Dark Walnut Finish,,,,,,,Experience ultimate functionality with ample storage space and room for working with this convenient youth desk.Keep pens and papers neatly organized within any of the three drawers. Two sizes available to match full or twin size beds. - -
3897,CM-DK6913,201,Youth,Desk,,,Desk,Furniture of America OLGA Industrial Desk,CN,1,51.5,26,3.8,2.9,52.5,"47 1/4""W X 23 5/8""D X 30 1/8""H",Industrial,"Metal, Solid Wood, Wood Veneer & Others",,,0,OLGA,CM-DK6913.jpg,Antique Black,Industrial Design,Metal Construction,Replicated Wood Top on Shelves & Desk,Antique Black Finish,,,,,,,Take it back a few decades with this industrial inspired bunk bed. The visible piping framework is finished with an antique black to create an authentic throwback atmosphere. Built-in slat kits and ladder access makes this structure a perfect fit for  immediate use. -
3815,CM-AC6260GM,190,Youth,Double Door Closet,,,Double Door Closet,Furniture of America GT RACER Novelty Double Door Closet,CN,1,59.9,43.1,7,10.5,139.7,"42 1/8""L X 19 7/8""W X 59""H",Novelty,,,,0,GT RACER,CM-AC6260GM.jpg,"Silver, Gun Metal",Gasoline Pump Design,Metal Construction,Magnetic Numbers,Available in 2 Designs,,,,,,,"What's a race car without gas? A perfect match to a car bed, this double door closet is designed to resemble a gas pump, complete with sale price, gallons, and an ""Unleaded Only"" sign. Inside, you'll find 4-tier shelves and space to hang your child's  clothes. -"
3956,CM-BK1016,212,Youth,Drawer,,,Drawers (Set of 2),Furniture of America Cletis Contemporary Drawers (Set of 2),CN,1,35,28,5,2.8,56.76,"33""L X 26""W X 11 3/4""H",Contemporary,,,,0,Cletis,CM-BK1016.jpg,"Silver, Gun Metal",Contemporary Style,Full Metal Construction,Silver & Gun Metal Finish,,,,,,,,"Along with style, these drawers deliver extra storage space. Making it a great addition for anyone looking to organize a child's room.  - -"
3962,CM-BK1026,214,Youth,Drawer,,,Drawers (Set of 2),Furniture of America Clifton Contemporary Drawers (Set of 2),CN,1,35,28,5,2.8,57.76,"33""L X 26""W X 11 3/4""H",Contemporary,,,,0,Clifton,CM-BK1026.jpg,"Silver, Gun Metal",Contemporary Style,Full Metal Construction,Silver & Black Finish,,,,,,,,A silver and black finish create an ultra modern look while providing extra room for storage space.  - -
3540,CM7155EX-D,164,Youth,Dresser,,,"Dresser, Dark Walnut","Furniture of America OLIVIA Traditional Dresser, Dark Walnut",VN,1,55.5,19.8,33,20.9,114,"53""W X 17""D X 34""H",Traditional,,,,0,OLIVIA,CM7155EX.jpg,Dark Walnut,Traditional Style,Turned Legs,Dark Walnut,,,,,,,,"With matching casegoods that offer multiple roomy drawers and beautiful bun feet, there is no denying the practicality and beauty of this collection. - -"
3553,CM7155WH-D,164,Youth,Dresser,,,"Dresser, White","Furniture of America OLIVIA Traditional Dresser, White",VN,1,55.5,19.8,33,20.9,114,"53""W X 17""D X 34""H",Traditional,,,,0,OLIVIA,CM7155WH.jpg,White,Traditional Style,Turned Legs,White,,,,,,,,"With matching casegoods that offer multiple roomy drawers and beautiful bun feet, there is no denying the practicality and beauty of this collection. - -"
3468,CM7191D,159,Youth,Dresser,,,Dresser,,VN,1,51.5,20.5,30.8,18.8,136.4,"48""W X 17""D X 34""H",Transitional,"Solid Wood, Wood Veneer & Others",,,0,Meredith,CM7191.jpg,Dark Walnut/White,Contemporary Style,Grooved Panel Detail,Large Round Drawer Pulls,Solid Wood/Wood Veneer/Others,Two-Tone Finish,U-shaped Legs Case Goods,Dark Walnut & White Finish,,,,
3491,CM7192D,160,Youth,Dresser,,,Dresser,,VN,1,57.8,20.8,35,24.3,169.4,"55-3/8""W X 18""D X 35-7/8""H",Traditional,"Solid Wood, Wood Veneer & Others",,,0,Henrieta,CM7192.jpg,White,Fairy Tale Style,Floral Carved Detail,Carved Turned Feet,Solid Wood/Wood Veneer/Others,White Finish,,,,,,
3514,CM7226D,161,Youth,Dresser,,,Dresser,Furniture of America Alexandra Traditional Dresser,VN,1,41,20,35,16.6,114,"40""W X 18""D X 33""H",Traditional,,,,0,Alexandra,CM7226.jpg,Pearl White,Fairy Tale Style,Hand-Brushed Gold Accents,French Dovetail Drawers,Solid Wood & Others,Pearl White Finish,,,,,,"With a delicately decorated motif design, these case goods add the missing pieces to any storybook décor. This dresser features French dovetail drawers in pearl white finish. - -"
3527,CM7519D,161,Youth,Dresser,,,Dresser,Furniture of America Victoria Traditional Dresser,VN,1,56,19,37,22.8,61.5,"54""W X 18""D X 35""H",Traditional,,,,0,Victoria,CM7519.jpg,Pearl White,Fairy Tale Style,Hand-Brushed Gold Accents,Vanity Jewelry Boxes w/ Mirror,French Dovetail Drawers,Solid Wood & Others,Pearl White Finish,,,,,Delicately decorated with a carved motif design and finished in pearl white. These case goods are worthy of a story book setting. The delicately decorated dresser is enhanced with a Vanity Jewelry box and matching Mirror. - -
3428,CM7626BL-D,157,Youth,Dresser,,,Dresser,Furniture of America KIMMEL Transitional Dresser,VN,1,50.5,19.5,37.2,21.2,103.6,"48""W X 17""D X 34 1/4""H",Transitional,,,,0,KIMMEL,CM7626BL.jpg,"White, Blue",Transitional Style,Crystal-Like Acrylic Drawer Pulls,"Solid Wood, Wood Veneer, Others",Available in 2 Finishes,Blue & White,,,,,,"These stylized two-tone pieces are the perfect collection for the outdoorsy adolescent. The bright white is beautifully contrasted by two color choices, which accentuate the tabletops and fence-inspired headboard. The platform bed provides a fun alte rnative to traditional sleeping environments while the case goods add that extra pop with storage functionality. -"
3438,CM7626PK-D,157,Youth,Dresser,,,Dresser,Furniture of America KIMMEL Transitional Dresser,VN,1,50.5,19.5,37.2,21.2,103.6,"48""W X 17""D X 34 1/4""H",Transitional,,,,0,KIMMEL,CM7626PK.jpg,"White, Pink",Transitional Style,Crystal-Like Acrylic Drawer Pulls,"Solid Wood, Wood Veneer, Others",Available in 2 Finishes,Pink & White,,,,,,"These stylized two-tone pieces are the perfect collection for the outdoorsy adolescent. The bright white is beautifully contrasted by two color choices, which accentuate the tabletops and fence-inspired headboard. The platform bed provides a fun alte rnative to traditional sleeping environments while the case goods add that extra pop with storage functionality. -"
3459,CM7850PK-D,158,Youth,Dresser,,,"Dresser, Pink & White","Furniture of America ALIVIA Contemporary Dresser, Pink & White",VN,1,50.4,19.3,32.3,18.1,128.7,"48""L X 17""W X 34""H",Contemporary,,,,0,ALIVIA,CM7850PK.jpg,"White, Pink",Contemporary Style,Optional Trundle,"Solid Wood, Wood Veneer, Others",Available in 2 Colors,Pink & White,,,,,,"Add color and modern styling to your little one's room with this two-toned collection. The duo plank panel headboard showcases gorgeous coloring to pair with the fi nished drawer fronts, all while emphasized by the sleek white finish. Mid-century ins pired angled legs provide the necessary support while adding an updated charm to the environment. -"
3391,CM7852BL-D,154,Youth,Dresser,,,"Dresser, Blue & White","Furniture of America BOBBI Contemporary Dresser, Blue & White",VN,1,51.5,20.5,37.5,22.9,143,"48""W X 17""D X 34""H",Contemporary,,,,0,BOBBI,CM7852BL.jpg,"Blue, White",Contemporary Style,Blue Trim,English Dovetail Drawer Construction,"Solid Wood, Wood Veneer, Others*",Blue & White,,,,,,"With multiple drawers and open shelving, the matching case goods will provide all the storage your little one will need and more! - -"
3400,CM7852PK-D,154,Youth,Dresser,,,"Dresser, Pink & White","Furniture of America BOBBI Contemporary Dresser, Pink & White",VN,1,51.5,20.5,37.5,22.9,143,"48""W X 17""D X 34""H",Contemporary,,,,0,BOBBI,CM7852PK.jpg,"Pink, White",Contemporary Style,Pink Trim,English Dovetail Drawer Construction,"Solid Wood, Wood Veneer, Others*",Pink & White,,,,,,"With multiple drawers and open shelving, the matching case goods will provide all the storage your little one will need and more! - -"
3409,CM7853BL-D,155,Youth,Dresser,,,"Dresser, Blue & White","Furniture of America CAMMI Contemporary Dresser, Blue & White",VN,1,51.6,20.5,37.4,22.9,140.8,"48""W X 17""D X 34""H",Contemporary,,,,0,CAMMI,CM7853BL.jpg,"Blue, White",Contemporary Style,Decorative Circular Ring Design,French Dovetail Constructed Drawers,"Solid Wood, Wood Veneer, Others*",Blue & White,,,,,,"Bring out the toys and bring on the clothes with the ample storage space of this contemporary style youth bedroom collection. With a crisp white finish and colorful circular designs, this set is sure to catch the attention of any child that walks in. - -"
3419,CM7853PK-D,155,Youth,Dresser,,,"Dresser, Pink & White","Furniture of America CAMMI Contemporary Dresser, Pink & White",VN,1,51.6,20.5,37.4,22.9,140.8,"48""W X 17""D X 34""H",Contemporary,,,,0,CAMMI,CM7853PK.jpg,"Pink, White",Contemporary Style,Decorative Circular Ring Design,French Dovetail Constructed Drawers,"Solid Wood, Wood Veneer, Others*",Pink & White,,,,,,"Bring out the toys and bring on the clothes with the ample storage space of this contemporary style youth bedroom collection. With a crisp white finish and colorful circular designs, this set is sure to catch the attention of any child that walks in. - -"
3565,CM7905CH-D,165,Youth,Dresser,,,"Dresser, Cherry Finish","Furniture of America Omnus Transitional Dresser, Cherry Finish",VN,1,50.8,20,38,22.3,94.6,.,Transitional,,,,0,Omnus,CM7942CH.jpg,Cherry,Match w/ Many Youth Beds or Bunk Beds,"Solid Wood, Wood Veneer & Others",Available in 4 Finishes,,,,,,,,There's no reason for a kid's room to be a mess anymore. This dresser will add more utility and extra storage space to a child's bedroom. Available in four finishes. - -
3632,CM7905OAK-D,167,Youth,Dresser,,,"Dresser, Oak Finish","Furniture of America Omnus Transitional Dresser, Oak Finish",VN,1,50.8,20,38,22.3,94.6,"48""W X 17""D X 34""H",Transitional,,,,0,Omnus,CM7942A.jpg,Oak,Match w/ Many Youth Beds or Bunk Beds,"Solid Wood, Wood Veneer & Others",Available in 4 Finishes,,,,,,,,There's no reason for a kid's room to be a mess anymore. This dresser will add more utility and extra storage space to a child's bedroom. Available in four finishes. - -
3589,CM7909CH-D,166,Youth,Dresser,,,Dresser,Furniture of America Colin Transitional Dresser,VN,1,56.8,19.6,36.3,23.4,120.3,"54""W X 17 1/4""D X 32 1/2""H",Transitional,,,,0,Colin,CM7909CH-T.jpg,Cherry,Transitional Style,Sliding Door in Dresser,Center Metal Glide Drawers,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,"This dresser features a unique sliding side door and drawers with center metal glides, designed for either toys or books. Available in cherry or white. - -"
3601,CM7909WH-D,166,Youth,Dresser,,,Dresser,Furniture of America Colin Transitional Dresser,VN,1,56.8,19.6,36.3,23.4,120.3,"54""W X 17 1/4""D X 32 1/2""H",Transitional,,,,0,Colin,CM7909WH-T.jpg,White,Transitional Style,Sliding Door in Dresser,Center Metal Glide Drawers,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,"This dresser features a unique sliding side door and drawers with center metal glides, designed for either toys or books. Available in cherry or white. - -"
3478,CM7920BK-D,159,Youth,Dresser,,,Dresser,Furniture of America Caspian Transitional Dresser,VN,1,56.7,21,32.8,22.6,114.4,"54""W X 17 7/8""D X 33""H",Transitional,,,,0,Caspian,CM7920BK.jpg,Black,Transitional Style,Solid Wood & Others,Available in 2 Colors,,,,,,,,"This country-inspired dresser is an excellent addition to any child's bedroom furnishings. Finished in white or black, it has little details that match the bed and make it special.  - -"
3695,CM7940D,171,Youth,Dresser,,,Dresser,Furniture of America Roxana Cottage Dresser,VN,1,55.5,19.5,34.8,21.8,114.4,"52 3/4""W X 17""D X 33""H",Cottage,,,,0,Roxana,CM7940.jpg,White,Transitional Style,Soft Curved Design,"Solid Wood, Wood Veneer & Others",White Finish,,,,,,,The cottage style design makes this a perfect addition for any young child's bedroom. The cream white finish gives a classic and story book appearance any child would adore.  - -
3670,CM7943WH-D,170,Youth,Dresser,,,Dresser,Furniture of America MULLAN Transitional Dresser,VN,1,62.6,20.9,37,28,157.3,"52 3/4""W X 17""D X 33""H",Transitional,,,,0,MULLAN,CM7943.jpg,White,Transitional Style,Attractive Molding,Round Nickel Knobs,Bracket Feet,"Solid Wood, Wood Veneer & Others",White Finish,,,,,A charming transitional style dresser with stylish molding accents and attractive bracket feet. These case goods offer a perfect complement to the matching bed. - -
3959,FP-2405BK,213,Youth,Futon,,,Futon,"Furniture of America KNOX Contemporary 6"" Black Futon Mattress",US,1,50,20,9,5.2,36,"70""L X 50""W X 6""H",Contemporary,,,,"6""",KNOX,FP-2406BK.jpg,Black,Contemporary Style,Improved Rail Reinforcement,Non-Recycled Heavy Gauge Tubing,Full Metal Construction,Attached Ladder On Both Sides,3 Design Options,Available in 6 Colors,US-Made (Incl. Foreign Materials),,,Deliver the feeling of comfort to any futon base bunk bed. - -
3520,CM7226HC,161,Youth,Hutch,,,Hutch,Furniture of America Alexandra Traditional Hutch,VN,1,51,50,14,20.7,68,"47 1/4""W X 12""D X 48 3/8""H",Traditional,,,,0,Alexandra,CM7226.jpg,Pearl White,Fairy Tale Style,Hand-Brushed Gold Accents,French Dovetail Drawers,Solid Wood & Others,Pearl White Finish,,,,,,"With a delicately decorated motif design, these case goods add the missing pieces to any storybook décor. This hutch features beautiful curves and motifs with a pearl white finish. - -"
3630,CM7905CH-HC,167,Youth,Hutch,,,"Hutch, Cherry Finish","Furniture of America Omnus Transitional Hutch, Cherry Finish",VN,1,48.1,25,12.5,8.7,27.6,"46""W X 12""D X 24""H",Transitional,,,,0,Omnus,CM7905CH-DK+HC.jpg,Cherry,Match w/ Many Youth Beds or Bunk Beds,"Solid Wood, Wood Veneer & Others",Available in 4 Finishes,,,,,,,,There's no reason for a kid's room to be a mess anymore. This media chest will add more utility and extra storage space to a child's bedroom. Available in four finishes. - -
3772,CM7905EXP-HC,182,Youth,Hutch,,,"Hutch, Dark Walnut","Furniture of America Omnus Transitional Hutch, Dark Walnut",VN,1,48.1,25,12.5,8.7,27.6,"46""W X 12""D X 24""H",Transitional,,,,0,Omnus,CM7905EXP-DK+HC.jpg,Dark Walnut,Match w/ Many Youth Beds or Bunk Beds,"Solid Wood, Wood Veneer & Others",Available in 4 Finishes,,,,,,,,There's no reason for a kid's room to be a mess anymore. This hutch with built-in cork board will add more utility and extra storage space to a child's bedroom. Available in four finishes. - -
3634,CM7905OAK-HC,167,Youth,Hutch,,,"Hutch, Oak Finish","Furniture of America Omnus Transitional Hutch, Oak Finish",VN,1,48.1,25,12.5,8.7,27.6,"46""W X 12""D X 24""H",Transitional,,,,0,Omnus,CM7905OAK-DK+HC.jpg,Oak,Match w/ Many Youth Beds or Bunk Beds,"Solid Wood, Wood Veneer & Others",Available in 4 Finishes,,,,,,,,There's no reason for a kid's room to be a mess anymore. This media chest will add more utility and extra storage space to a child's bedroom. Available in four finishes. - -
3656,CM7905WH-HC,169,Youth,Hutch,,,"Hutch, White","Furniture of America Omnus Transitional Hutch, White",VN,1,48.1,25,12.5,8.7,27.6,"46""W X 12""D X 24""H",Transitional,,,,0,Omnus,CM7905WH-DK+HC.jpg,White,Match w/ Many Youth Beds or Bunk Beds,"Solid Wood, Wood Veneer & Others",Available in 4 Finishes,,,,,,,,There's no reason for a kid's room to be a mess anymore. This hutch with built-in cork board will add more utility and extra storage space to a child's bedroom. Available in four finishes. - -
4631,CM7905CH-TV,269,Youth,Media Chest,,,"Media Chest, Cherry Finish","Furniture of America Omnus Transitional Media Chest, Cherry Finish",VN,1,44.3,19.5,39.5,19.7,84.9,"40 3/4""W X 17 1/8""D X 36""H",Transitional,,,,0,Omnus,CM7905CH-TV-TV.jpg,Cherry,Match w/ Many Youth Beds or Bunk Beds,"Solid Wood, Wood Veneer & Others",Available in 4 Finishes,,,,,,,,There's no reason for a kid's room to be a mess anymore. This desk will add more utility and extra storage space to a child's bedroom. Available in four finishes. - -
4632,CM7905OAK-TV,269,Youth,Media Chest,,,"Media Chest, Oak Finish","Furniture of America Omnus Transitional Media Chest, Oak Finish",VN,1,44.3,19.5,39.5,19.7,84.9,"40 3/4""W X 17 1/8""D X 36""H",Transitional,,,,0,Omnus,CM7905OAK-TV.jpg,Oak,Match w/ Many Youth Beds or Bunk Beds,"Solid Wood, Wood Veneer & Others",Available in 4 Finishes,,,,,,,,There's no reason for a kid's room to be a mess anymore. This desk will add more utility and extra storage space to a child's bedroom. Available in four finishes. - -
