1,Item,,Description,Qty Now,Qty Coming in 7 Days,Qty Coming in 30 Days,,,,Cat 15-16,,Cat 16-17,,
6198,CM7032F-524-BED,,FULL BED W/ DRAWERS (2 CTN) (15-P147),,,,,,4454,.,,.,,D
6201,CM7035CH-5PC,,TWIN BED + TRUNDLE + DRESSER + MIRROR + 1NS (15-P146),,,,,,4472,.,,.,,D
6206,CM7035W-5PC,,TWIN BED + TRUNDLE + DRESSER + MIRROR +1N/T (15-P146),,,,,,4477,.,,.,,D
6239,CM7050GY-F-BED,,FULL SIZE BED (2 CTN) (15-P105),,,,,,4498,.,,.,,D
6240,CM7050GY-F-HB/FB,,"Upholstered Full size bed HB & FB & 3pcs slats, warm Gray finish (15-P105)",,,,,,847289070641,.,,.,,D
6241,CM7050GY-F-R,,"Upholstered Full size bed Rail, warm Gray finish (15-P105)",,,,,,847289070658,.,,.,,D
6254,CM7050IV-F-BED,,FULL SIZE BED (2 CTN) (15-P105),,,,,,4513,.,,.,,D
6255,CM7050IV-F-HB/FB,,"Upholstered Full size bed HB & FB & 3pcs slats, Ivory finish (15-P105)",,,,,,847289070566,.,,.,,D
6256,CM7050IV-F-R,,"Upholstered Full size bed Rail, Ivory finish (15-P105)",,,,,,847289070573,.,,.,,D
6257,CM7050IV-Q-4PC,,QUEEN BED + DRESSER + MIRROR + 1NS (18-P130),,,,,,4516,.,,130,,D
6258,CM7050IV-Q-5PC-2NS,,QUEEN BED + DRESSER + MIRROR + 2NS (18-P130),,,,,,4517,.,,130,,D
6259,CM7050IV-Q-5PC-CHEST,,QUEEN BED + DRESSER + MIRROR + 1NS + CHESRT (18-P130),,,,,,4518,.,,130,,D
6263,CM7051BL-HB-FQ,,"Upholstered Full & Queen size bed HB only, KD Leg Cal. foam, Blue finish (16-P128)",,,,,,847289068402,DSC,,.,,D
6264,CM7051BL-HB-T,,"Upholstered Twin size bed HB only - KD Leg, Cal foam, Blue finish (16-P128)",,,,,,847289068419,DSC,,.,,D
6265,CM7051GR-HB-FQ,,"Upholstered Full & Queen size bed HB only, KD Leg Cal. foam, Green finish (16-P128)",126,,,,,847289068440,DSC,,.,,D
6266,CM7051GR-HB-T,,"Upholstered Twin size bed HB only - KD Leg, Cal foam, Green finish (16-P128)",36,,,,,847289068457,DSC,,.,,D
6303,CM7055BL-CK-BED,,"CAL KING SIZE BED, BLUE (2 CTN) (15-P104)",,,,,,4582,.,,.,,D
6304,CM7055BL-CK-FBR,,"Upholstered Cal King size bed FB & Rail & 4pcs slats & HB panel post, Blue finish (15-P104)",,,,,,847289079941,.,,.,,D
6305,CM7055BL-CK-HB,,"Upholstered Cal King size bed HB Panel, Blue finish (15-P104)",,,,,,847289079934,.,,.,,D
6306,CM7055BL-EK-BED,,"E KING SIZE BED, BLUE (2 CTN) (15-P104)",,,,,,4585,.,,.,,D
6307,CM7055BL-EK-FBR,,"Upholstered E King size bed FB & Rail & 4pcs slats & HB panel post, Blue finish (15-P104)",,,,,,847289079927,.,,.,,D
6308,CM7055BL-EK-HB,,"Upholstered E King size bed HB Panel, Blue finish (15-P104)",,,,,,847289079910,.,,.,,D
6309,CM7055BL-F-BED,,"FULL SIZE BED, BLUE (2 CTN) (15-P104)",,,,,,4588,.,,.,,D
6310,CM7055BL-F-FBR,,"Upholstered Full size bed FB & Rail & 3pcs slats & HB panel post, Blue finish (15-P104)",6,,,,,847289079989,.,,.,,D
6311,CM7055BL-F-HB,,"Upholstered Full size bed HB Panel, Blue finish (15-P104)",,,,,,847289079972,.,,.,,D
6312,CM7055BL-Q-BED,,"QUEEN SIZE BED, BLUE (2 CTN) (15-P104)",,,,,,4591,.,,.,,D
6313,CM7055BL-Q-FBR,,"Upholstered Queen size bed FB & Rail & 3pcs slats & HB panel post, Blue finish (15-P104)",,,,,,847289079965,.,,.,,D
6314,CM7055BL-Q-HB,,"Upholstered Queen size bed HB Panel, Blue finish (15-P104)",,,,,,847289079958,.,,.,,D
6321,CM7055F-BED,,"FULL SIZE BED, SILVER LEATHERETTE (2 CTN) (15-P104)",,,,,,4604,.,,.,,D
6322,CM7055F-FBR,,"Upholstered Full size bed FB & Rail & 4pcs slats, SILVER LEATHERETTE (15-P104)",,,,,,847289068556,.,,.,,D
6323,CM7055F-HB,,"Upholstered Full size bed HB, SILVER LEATHERETTE (15-P104)",,,,,,847289068549,.,,.,,D
6324,CM7055GR-CK-BED,,"CAL KING SIZE BED, GREEN (2 CTN) (15-P104)",6,,,,,4609,.,,.,,D
6325,CM7055GR-CK-FBR,,"Upholstered Cal King size bed FB & Rail & 4pcs slats & HB panel post, Green finish (15-P104)",6,,,,,847289080022,.,,.,,D
6326,CM7055GR-CK-HB,,"Upholstered Cal King size bed HB Panel, Green finish (15-P104)",6,,,,,847289080015,.,,.,,D
6327,CM7055GR-EK-BED,,"E KING SIZE BED, GREEN (2 CTN) (15-P104)",,,,,,4612,.,,.,,D
6328,CM7055GR-EK-FBR,,"Upholstered E King size bed FB & Rail & 4pcs slats & HB panel post, Green finish (15-P104)",,,,,,847289080008,.,,.,,D
6329,CM7055GR-EK-HB,,"Upholstered E King size bed HB Panel, Green finish (15-P104)",,,,,,847289079996,.,,.,,D
6330,CM7055GR-F-BED,,"FULL SIZE BED, GREEN (2 CTN) (15-P104)",11,,,,,4615,.,,.,,D
6331,CM7055GR-F-FBR,,"Upholstered Full size bed FB & Rail & 3pcs slats & HB panel post, Green finish (15-P104)",11,,,,,847289080060,.,,.,,D
6332,CM7055GR-F-HB,,"Upholstered Full size bed HB Panel, Green finish (15-P104)",11,,,,,847289080053,.,,.,,D
6333,CM7055GR-Q-BED,,"QUEEN SIZE BED, GREEN (2 CTN) (15-P104)",,,,,,4618,.,,.,,D
6334,CM7055GR-Q-FBR,,"Upholstered Queen size bed FB & Rail & 3pcs slats & HB panel post, Green finish (15-P104)",,,,,,847289080046,.,,.,,D
6335,CM7055GR-Q-HB,,"Upholstered Queen size bed HB Panel, Green finish (15-P104)",,,,,,847289080039,.,,.,,D
6342,CM7055IV-F-BED,,"FULL SIZE BED, BEIGE (2 CTN) (15-P104)",,,,,,4627,.,,.,,D
6343,CM7055IV-F-FBR,,"Upholstered Full size bed FB & Rail & 3pcs slats & HB panel post, Beige finish (15-P104)",,,,,,847289080145,.,,.,,D
6344,CM7055IV-F-HB,,"Upholstered Full size bed HB Panel, Beige finish (15-P104)",,,,,,847289080138,.,,.,,D
6374,CM7056BK-T-BED,,TWIN BED (16-P96),,,,,,4656,DSC,,.,,D
6375,CM7056BK-T-HB/FB,,"Upholstered Twin Size Bed Headboard & Footboard, 14 Pcs Slats, Black Finish (16-P96)",,,,,,847289088134,DSC,,.,,D
6376,CM7056BK-T-R,,"Upholstered Twin Size Bed Rail, Black Finish (16-P96)",,,,,,847289088141,DSC,,.,,D
6377,CM7056IV-CK-BED,,"CAL.KING BED, FINAL SALE - NO RETURN OR EXCHANGE (15-P81)",27,,,,,4659,.,,.,,D
6378,CM7056IV-CK-HB/FB,,"Upholstered Cal King Size Bed Headboard & Footboard, 45 Pcs Slats, Ivory Finish (15-P81)",27,,,,,847289087977,.,,.,,D
6379,CM7056IV-CK-R,,"Upholstered Cal King Size Bed Rail, Ivory Finish (15-P81)",30,,,,,847289087984,.,,.,,D
6380,CM7056IV-EK-BED,,"E.KING BED, FINAL SALE - NO RETURN OR EXCHANGE (15-P81)",,,,,,4662,.,,.,,D
6381,CM7056IV-EK-HB/FB,,"Upholstered Eastern King Size Bed Headboard & Footboard, 45 Pcs Slats, Ivory Finish (15-P81)",,,,,,847289087953,.,,.,,D
6382,CM7056IV-EK-R,,"Upholstered Eastern King Size Bed Rail, Ivory Finish (15-P81)",,,,,,847289087960,.,,.,,D
6383,CM7056IV-F-BED,,"FULL BED, FINAL SALE - NO RETURN OR EXCHANGE (15-P81)",,,,,,4665,.,,.,,D
6384,CM7056IV-F-HB/FB,,"Upholstered Full Size Bed Headboard & Footboard, 28 Pcs Slats, Ivory Finish (15-P81)",,,,,,847289088011,.,,.,,D
6385,CM7056IV-F-R,,"Upholstered Full Size Bed Rail, Ivory Finish (15-P81)",,,,,,847289088028,.,,.,,D
6386,CM7056IV-Q-BED,,"QUEEN BED, FINAL SALE - NO RETURN OR EXCHANGE (15-P81)",9,,,,,4668,.,,.,,D
6387,CM7056IV-Q-HB/FB,,"Upholstered Queen Size Bed Headboard & Footboard, 30 Pcs Slats, Ivory Finish (15-P81)",16,,,,,847289087991,.,,.,,D
6388,CM7056IV-Q-R,,"Upholstered Queen Size Bed Rail, Ivory Finish (15-P81)",9,,,,,847289088004,.,,.,,D
6389,CM7056IV-T-BED,,"TWIN BED, FINAL SALE - NO RETURN OR EXCHANGE (15-P81)",,,,,,4671,.,,.,,D
6390,CM7056IV-T-HB/FB,,"Upholstered Twin Size Bed Headboard & Footboard, 14 Pcs Slats, Ivory Finish (15-P81)",,,,,,847289088035,.,,.,,D
6391,CM7056IV-T-R,,"Upholstered Twin Size Bed Rail, Ivory Finish (15-P81)",,,,,,847289088042,.,,.,,D
6414,CM7056SV-T-HB/FB,,"Upholstered Twin size bed HB & FB, warm gray finish (16-P97)",,,,,,847289098225,DSC,,.,,D
6415,CM7056SV-T-R,,"Upholstered Twin size bed FB & Rail, warm gray finish (16-P97)",,,,,,847289098232,DSC,,.,,D
6419,CM7057CL-CK-BED,,CAL.KING BED (15-P84),,,,,,4706,.,,.,,D
6420,CM7057CL-CK-FBR,,"Upholstered Cal King Size Bed Footboard & Rail, Camel PU Finish (15-P84)",,,,,,847289087724,.,,.,,D
6421,CM7057CL-CK-HB,,"Cal.King Bed, Headboard w/ Bluetooth Speaker, 39 Pcs Slats, Camel (15-P84)",,,,,,847289087717,.,,.,,D
6422,CM7057CL-EK-BED,,E.KING BED (15-P84),,,,,,4709,.,,.,,D
6423,CM7057CL-EK-FBR,,"Upholstered Eastern King Size Bed Footboard & Rail, Camel PU Finish (15-P84)",,,,,,847289087700,.,,.,,D
6424,CM7057CL-EK-HB,,"E.King Bed, Headboard w/ Bluetooth Speaker, 39 Pcs Slats, Camel (15-P84)",,,,,,847289087694,.,,.,,D
6425,CM7057CL-F-BED,,FULL BED (15-P84),6,,,,,4712,.,,.,,D
6426,CM7057CL-F-FBR,,"Upholstered Full Size Bed Footboard & Rail, Camel PU Finish (15-P84)",6,,,,,847289087762,.,,.,,D
6427,CM7057CL-F-HB,,"Full Bed, Headboard w/ Bluetooth Speaker, 26 Pcs Slats, Camel (15-P84)",6,,,,,847289087755,.,,.,,D
6428,CM7057CL-Q-BED,,QUEEN BED (15-P84),,,,,,4715,.,,.,,D
6429,CM7057CL-Q-FBR,,"Upholstered Queen Size Bed Footboard & Rail, Camel PU Finish (15-P84)",,,,,,847289087748,.,,.,,D
6430,CM7057CL-Q-HB,,"Queen Bed, Headboard w/ Bluetooth Speaker, 26 Pcs Slats, Camel (15-P84)",,,,,,847289087731,.,,.,,D
6431,CM7057CL-T-BED,,TWIN BED (15-P84),,,,,,4718,.,,.,,D
6432,CM7057CL-T-FBR,,"Upholstered Twin Size Bed Footboard & Rail, 13 Pcs Slats, Camel PU Finish (15-P84)",,,,,,847289087786,.,,.,,D
6433,CM7057CL-T-HB,,"Upholstered Twin Size Bed Headboard w/ Audio Speaker & luetooth, Camel PU Finish (15-P84)",,,,,,847289087779,.,,.,,D
6487,CM7060GY-F-BED,,FULL SIZE BED (2 CTN) (15-P108),,,,,,4778,.,,.,,D
6488,CM7060GY-F-FB/R,,"Upholstered Full size bed FB & Rail, 26pcs slats, Warm Gray finish (15-P108)",,,,,,847289070412,.,,.,,D
6489,CM7060GY-F-HB,,"Upholstered Full size bed HB with Audio speaker & bluetooth, Warm Gray finish (15-P108)",,,,,,847289070405,.,,.,,D
6497,CM7060IV-CK-FB/R,,"Upholstered Cal King size bed FB & Rail, 39pcs slats, Ivory finish (16-P114)",11,,,,,847289070450,DSC,,.,,D
6498,CM7060IV-CK-HB,,"Upholstered Cal King size bed HB with Audio speaker & bluetooth, Ivory finish (16-P114)",14,,,,,847289070443,DSC,,.,,D
6500,CM7060IV-EK-FB/R,,"Upholstered E King size bed FB & Rail, 39pcs slats, Ivory finish (16-P114)",8,,,,,847289070436,DSC,,.,,D
6501,CM7060IV-EK-HB,,"Upholstered E King size bed HB with Audio speaker & bluetooth, Ivory finish (16-P114)",7,,,,,847289070429,DSC,,.,,D
6502,CM7060IV-F-BED,,FULL SIZE BED (2 CTN) (15-P108),,,,,,4793,.,,.,,D
6503,CM7060IV-F-FB/R,,"Upholstered Full size bed FB & Rail, 26pcs slats, Ivory finish (15-P108)",,,,,,847289070498,.,,.,,D
6504,CM7060IV-F-HB,,"Upholstered Full size bed HB with Audio speaker & bluetooth, Ivory finish (15-P108)",,,,,,847289070481,.,,.,,D
6505,CM7060IV-Q-4PC,,QUEEN SIZE BED+DRESSER+MIRROR+1NS (15-P108),,,,,,4796,.,,.,,D
6506,CM7060IV-Q-5PC-2NS,,QUEEN SIZE BED+DRESSER+MIRROR+2NS (15-P108),,,,,,4797,.,,.,,D
6507,CM7060IV-Q-5PC-CHEST,,QUEEN SIZE BED+DRESSER+MIRROR+CHEST (15-P108),,,,,,4798,.,,.,,D
6509,CM7060IV-Q-FB/R,,"Upholstered Queen size bed FB & Rail, 26pcs slats, Ivory finish (16-P114)",,,,,,847289070474,DSC,,.,,D
6510,CM7060IV-Q-HB,,"Upholstered Queen size bed HB with Audio speaker & bluetooth, Ivory finish (16-P114)",,,,,,847289070467,DSC,,.,,D
6511,CM7062CK-BED,,CAL KING SIZE BED (2 CTN) (15-P103),,,,,,4802,.,,.,,D
6512,CM7062CK-FBR,,"Upholstered Cal King size bed FB, Rail & 3 slats, Ivory finish (15-P103)",,,,,,847289074632,.,,.,,D
6513,CM7062CK-HB,,"Upholstered Cal King size bed HB, Ivory finish (15-P103)",,,,,,847289074625,.,,.,,D
6514,CM7062EK-BED,,E KING SIZE BED (2 CTN) (15-P103),,,,,,4805,.,,.,,D
6515,CM7062EK-FBR,,"Upholstered E King size bed FB, Rail & 3 slats, Ivory finish (15-P103)",,,,,,847289074618,.,,.,,D
6516,CM7062EK-HB,,"Upholstered E King size bed HB, Ivory finish (15-P103)",,,,,,847289074601,.,,.,,D
6517,CM7062F-BED,,FULL SIZE BED (2 CTN) (15-P103),,,,,,4808,.,,.,,D
6518,CM7062F-FBR,,"Upholstered Full size bed FB, Rail & 3 slats, Ivory finish (15-P103)",,,,,,847289074670,DSC,,.,,D
6519,CM7062F-HB,,"Upholstered Full size bed HB, Ivory finish (15-P103)",,,,,,847289074663,DSC,,.,,D
6520,CM7062Q-BED,,QUEEN SIZE BED (2 CTN) (15-P103),,,,,,4811,.,,.,,D
6521,CM7062Q-FBR,,"Upholstered Queen size bed FB, Rail & 3 slats, Ivory finish (15-P103)",,,,,,847289074656,.,,.,,D
6522,CM7062Q-HB,,"Upholstered Queen size bed HB, Ivory finish (15-P103)",,,,,,847289074649,.,,.,,D
6523,CM7063IV-CK-BED,,CAL KING SIZE BED (2 CTN) (15-P106),,,,,,4833,.,,.,,D
6524,CM7063IV-CK-FB/R,,"Upholstered Cal King size bed FB & Rail, Ivory finish (15-P106)",,,,,,847289069591,.,,.,,D
6525,CM7063IV-CK-HB,,"Upholstered Cal King size bed HB & 45pcs slats, Ivory finish (15-P106)",,,,,,847289069584,.,,.,,D
6526,CM7063IV-EK-BED,,E KING SIZE BED (2 CTN) (15-P106),,,,,,4836,.,,.,,D
6527,CM7063IV-EK-FB/R,,"Upholstered E King size bed FB & Rail, Ivory finish (15-P106)",,,,,,847289069577,.,,.,,D
6528,CM7063IV-EK-HB,,"Upholstered E King size bed HB & 45pcs slats, Ivory finish (15-P106)",,,,,,847289069560,.,,.,,D
6529,CM7063IV-F-BED,,FULL SIZE BED (2 CTN) (15-P106),,,,,,4839,.,,.,,D
6530,CM7063IV-F-FB/R,,"Upholstered Full size bed FB & Rail, Ivory finish (15-P106)",,,,,,847289069638,.,,.,,D
6531,CM7063IV-F-HB,,"Upholstered Full size bed HB & 30pcs slats, Ivory finish (15-P106)",,,,,,847289069621,.,,.,,D
6532,CM7063IV-HB-FQ,,"Upholstered Full & Queen size bed HB only - KD Leg, Cal foam, Ivory finish (15-P119)",,,,,,847289069683,.,,.,,D
6533,CM7063IV-HB-T,,"Upholstered Twin size bed HB only - KD Leg, Cal foam, Ivory finish (15-P119)",13,,,,,847289069690,.,,.,,D
6534,CM7063IV-Q-4PC,,QUEEN SIZE BED+DRESSER+MIRROR+1NS (15-P106),7,,,,,4846,.,,.,,D
6535,CM7063IV-Q-5PC-2NS,,QUEEN SIZE BED+DRESSER+MIRROR+2NS (15-P106),7,,,,,4847,.,,.,,D
6536,CM7063IV-Q-5PC-CHEST,,QUEEN SIZE BED+DRESSER+MIRROR+CHEST (15-P106),7,,,,,4848,.,,.,,D
6537,CM7063IV-Q-BED,,QUEEN SIZE BED (2 CTN) (15-P106),7,,,,,4849,.,,.,,D
6538,CM7063IV-Q-FB/R,,"Upholstered Queen size bed FB & Rail, Ivory finish (15-P106)",8,,,,,847289069614,.,,.,,D
6539,CM7063IV-Q-HB,,"Upholstered Queen size bed HB & 30pcs slats, Ivory finish (15-P106)",7,,,,,847289069607,.,,.,,D
6540,CM7063PR-HB-FQ,,"Upholstered Full & Queen size bed HB Only- KD Leg, Purple Finish (15-P119)",110,,,,,847289003229,.,,.,,D
6541,CM7063PR-HB-T,,"Upholstered Twin size bed HB Only- KD Leg, Purple Finish (15-P119)",104,,,,,847289003236,.,,.,,D
6542,CM7064D,,Colwood,,,,,,847289051879,.,,.,,D
6543,CM7064F-FB,,"FULL SIZE BED FB, ESPRESSO FINISH (14-P80)",,,,,,847289051848,.,,.,,D
6544,CM7064N,,Colwood,,,,,,847289051862,.,,.,,D
6602,CM7067ST,,2 SETS STORAGE W/2 DRAWERS (RIGHT & LEFT) (15-P59),41,,,,,847289023746,.,,.,,D
6676,CM7068WH-CK-BED,,"CAL.KING BED, WHITE FINISH, 3 CTN  (16-P78)",,,,,,13746,DSC,,.,,D
6677,CM7068WH-CK-FB,,"Cal. king size bed FB,White finish (16-P78)",,,,,,847289006374,DSC,,.,,D
6678,CM7068WH-CK-HB,,"Cal. King Size Bed HB, White finish (16-P78)",10,,,,,847289006367,DSC,,.,,D
6679,CM7068WH-CK-R13,,"Cal. King Size bed rail, 13 slats, White finish (16-P78)",,,,,,847289006381,DSC,,.,,D
6681,CM7068WH-EK-BED,,"E.KING BED, WHITE FINISH, 3 CTN  (16-P78)",9,,,,,13747,DSC,,.,,D
6682,CM7068WH-EK-FB,,"Eastern king size bed FB, White finish (16-P78)",9,,,,,847289006404,DSC,,.,,D
6683,CM7068WH-EK-HB,,"Eastern King Size bed HB, White finish (16-P78)",22,,,,,847289006398,DSC,,.,,D
6684,CM7068WH-EK-R13,,"Eastern Kin Size Bed rail, 13 slats,White finish (16-P78)",10,,,,,847289006411,DSC,,.,,D
6686,CM7068WH-F-FB,,"Full size bed FB, White finish (16-P78)",10,,,,,847289006466,DSC,,.,,D
6687,CM7068WH-F-HB,,"Full Size Bed HB,White finish (16-P78)",23,,,,,847289006459,DSC,,.,,D
6688,CM7068WH-F-R13,,"Full Size Bed rail, 13 slats, White finish (16-P78)",,,,,,847289006473,DSC,,.,,D
6695,CM7068WH-Q-FB,,"Queen Size Bed FB, White finish (16-P78)",,,,,,847289006435,DSC,,.,,D
6696,CM7068WH-Q-HB,,"Queen Size Bed HB, White finish (16-P78)",,,,,,847289006428,DSC,,.,,D
6697,CM7068WH-Q-R13,,"Queen Size Bed rail, 13 slats,White finish (16-P78)",,,,,,847289006442,DSC,,.,,D
6698,CM7068WH-TV,,"TV Chest, White finish (16-P78)",,,,,,847289006527,DSC,,.,,D
6699,CM7070C,,Chest (17-P100),,,,,,841403106452,100,,DSC,,D
6701,CM7070CK-HBFB,,"Cal.King Bed Headboard, Footboard (17-P100)",51,,,,,841403106360,100,,DSC,,D
6702,CM7070CK-R,,Cal.King Bed Rail (17-P100),52,,,,,841403106377,100,,DSC,,D
6703,CM7070D,,Dresser (17-P100),149,,,,,841403106438,100,,DSC,,D
6705,CM7070EK-HBFB,,"E.King Bed Headboard, Footboard (17-P100)",32,,,,,841403106346,100,,DSC,,D
6706,CM7070EK-R,,E.King Bed Rail (17-P100),33,,,,,841403106353,100,,DSC,,D
6708,CM7070F-HBFB,,"Full Bed Headboard, Footboard (17-P100)",108,,,,,841403106407,100,,DSC,,D
6709,CM7070F-R,,Full Bed Rail (17-P100),108,,,,,841403106414,100,,DSC,,D
6710,CM7070M,,Mirror (17-P100),194,,,,,841403106445,100,,DSC,,D
6711,CM7070N,,Night Stand (17-P100),444,,,,,841403106421,100,,DSC,,D
6716,CM7070Q-HBFB,,"Queen Bed Headboard, Footboard (17-P100)",150,,,,,841403106384,100,,DSC,,D
6717,CM7070Q-R,,Queen Bed Rail (17-P100),146,,,,,841403106391,100,,DSC,,D
6806,CM7091C,,"Chest, gold finish (16-P20)",,,,,,841403106216,DSC,,.,,D
6808,CM7091CK-FB,,"CK size bed FB, gold finish (16-P20)",,,,,,841403106131,DSC,,.,,D
6809,CM7091CK-HB,,"CK size bed HB, gold finish (16-P20)",,,,,,841403106124,DSC,,.,,D
6810,CM7091CK-R,,"CK size bed rail, 4 slats, gold finish (16-P20)",,,,,,841403106148,DSC,,.,,D
6811,CM7091D,,"Dresser, gold finish (16-P20)",6,,,,,841403106193,DSC,,.,,D
6813,CM7091EK-FB,,"EK size bed FB, gold finish (16-P20)",,,,,,841403106100,DSC,,.,,D
6814,CM7091EK-HB,,"EK size bed HB, gold finish (16-P20)",,,,,,841403106094,DSC,,.,,D
6815,CM7091EK-R,,"EK size bed rail, 4 slats, gold finish (16-P20)",,,,,,841403106117,DSC,,.,,D
6816,CM7091M,,"5mm bevelod mirror, gold finish (16-P20)",,,,,,841403106209,DSC,,.,,D
6817,CM7091N,,"Night stand, gold finish (16-P20)",,,,,,841403106186,DSC,,.,,D
6822,CM7091Q-FB,,"Q size bed FB, gold finish (16-P20)",,,,,,841403106162,DSC,,.,,D
6823,CM7091Q-HB,,"Q size bed HB, gold finish (16-P20)",,,,,,841403106155,DSC,,.,,D
6824,CM7091Q-R,,"Q size bed rail, 3 slats, gold finish (16-P20)",,,,,,841403106179,DSC,,.,,D
6825,CM7092CK-BED,,[DSC] CAL. KING BED 3 CTN,,,,,,5121,.,,.,,D
6826,CM7092EK-BED,,[DSC] E. KING BED 3 CTN,,,,,,5126,.,,.,,D
6827,CM7092Q-4PC,,[DSC] QUEEN BED + DRESSER + MIRROR + 1NS,,,,,,5135,.,,.,,D
6828,CM7092Q-5PC-2NS,,[DSC] QUEEN BED + DRESSER + MIRROR + 2NS,,,,,,5136,.,,.,,D
6829,CM7092Q-5PC-CHEST,,[DSC] QUEEN BED + DRESSER + MIRROR + 1NS + CHEST,,,,,,5137,.,,.,,D
6830,CM7092Q-6PC-2NS+CHES,,[DSC] QUEEN BED + DRESSER + MIRROR + 2NS + CHEST,,,,,,5138,.,,.,,D
6831,CM7092Q-BED,,[DSC] QUEEN BED 3 CTN,,,,,,5139,.,,.,,D
6832,CM7099CL-CK-BED,,CAL.KING BED w/ BLUETOOTH SPEAKERS (15-P92),,,,,,5183,.,,.,,D
6833,CM7099CL-CK-FBR,,"Upholstered Cal King Size Bed Footboard & Rail, Camel Finish (15-P92)",,,,,,847289092339,.,,.,,D
6834,CM7099CL-CK-HB,,"Upholstered Cal King Size Bed Headboard, 39 Pcs Slats, Camel Finish (15-P92)",6,,,,,847289092322,.,,.,,D
6835,CM7099CL-EK-BED,,E.KING BED w/ BLUETOOTH SPEAKERS (15-P92),7,,,,,5186,.,,.,,D
6836,CM7099CL-EK-FBR,,"Upholstered Eastern King Size Bed Footboard & Rail, Camel Finish (15-P92)",7,,,,,847289092353,.,,.,,D
6837,CM7099CL-EK-HB,,"Upholstered Eastern King Size Bed Headboard, 39 Pcs Slats, Camel Finish (15-P92)",8,,,,,847289092346,.,,.,,D
6838,CM7099CL-F-BED,,FULL BED w/ BLUETOOTH SPEAKERS (15-P92),,,,,,5189,.,,.,,D
6839,CM7099CL-F-FBR,,"Upholstered Full Size Bed Footboard & Rail, Camel Finish (15-P92)",,,,,,847289092391,.,,.,,D
6840,CM7099CL-F-HB,,"Upholstered Full Size Bed Headboard, 26 Pcs Slats, Camel Finish (15-P92)",,,,,,847289092384,.,,.,,D
6841,CM7099CL-Q-BED,,QUEEN BED w/ BLUETOOTH SPEAKERS (15-P92),,,,,,5192,.,,.,,D
6842,CM7099CL-Q-FBR,,"Upholstered Queen Size Bed Footboard & Rail, Camel Finish (15-P92)",,,,,,847289092377,.,,.,,D
6843,CM7099CL-Q-HB,,"Upholstered Queen Size Bed Headboard, 26 Pcs Slats, Camel Finish (15-P92)",,,,,,847289092360,.,,.,,D
6844,CM7099CL-T-BED,,TWIN BED w/ BLUETOOTH SPEAKERS (15-P92),,,,,,5195,.,,.,,D
6845,CM7099CL-T-FBR,,"Upholstered Twin Size Bed Footboard & Rail & 13 Pcs Slats, Camel Finish (15-P92)",,,,,,847289092414,.,,.,,D
6846,CM7099CL-T-HB,,"Upholstered Twin Size Bed Headboard, Camel Finish (15-P92)",,,,,,847289092407,.,,.,,D
6866,CM7099GY-CK-FBR,,"Upholstered Cal King Size Bed Footboard & Rail, Gray Finish (16-P107)",,,,,,847289092131,DSC,,.,,D
6867,CM7099GY-CK-HB,,"Upholstered Cal King Size Bed Headboard, 39 Pcs Slats, Gray Finish (16-P107)",,,,,,847289092124,DSC,,.,,D
6869,CM7099GY-EK-FBR,,"Upholstered Eastern King Size Bed Footboard & Rail, Gray Finish (16-P107)",12,,,,,847289092155,DSC,,.,,D
6870,CM7099GY-EK-HB,,"Upholstered Eastern King Size Bed Headboard, 39 Pcs Slats, Gray Finish (16-P107)",12,,,,,847289092148,DSC,,.,,D
6871,CM7099GY-F-BED,,FULL BED w/ BLUETOOTH SPEAKERS (16-P107),,,,,,5219,DSC,,.,,D
6872,CM7099GY-F-FBR,,"Upholstered Full Size Bed Footboard & Rail, Gray Finish (16-P107)",,,,,,847289092193,DSC,,.,,D
6873,CM7099GY-F-HB,,"Upholstered Full Size Bed Headboard, 26 Pcs Slats, Gray Finish (16-P107)",,,,,,847289092186,DSC,,.,,D
6874,CM7099GY-Q-BED,,QUEEN BED w/ BLUETOOTH SPEAKERS (16-P107),,,,,,5222,DSC,,.,,D
6875,CM7099GY-Q-FBR,,"Upholstered Queen Size Bed Footboard & Rail, Gray Finish (16-P107)",6,,,,,847289092179,DSC,,.,,D
6876,CM7099GY-Q-HB,,"Upholstered Queen Size Bed Headboard, 26 Pcs Slats, Gray Finish (16-P107)",,,,,,847289092162,DSC,,.,,D
6877,CM7099GY-T-BED,,TWIN BED w/ BLUETOOTH SPEAKERS (16-P107),,,,,,5225,DSC,,.,,D
6878,CM7099GY-T-FBR,,"Upholstered Twin Size Bed Footboard & Rail & 13 Pcs Slats, Gray Finish (16-P107)",,,,,,847289092216,DSC,,.,,D
6879,CM7099GY-T-HB,,"Upholstered Twin Size Bed Headboard, Gray Finish (16-P107)",,,,,,847289092209,DSC,,.,,D
6881,CM7099PK-CK-FBR,,"Upholstered Cal King Size Bed Footboard & Rail, Pink Finish (16-P107)",14,,,,,847289092230,DSC,,.,,D
6882,CM7099PK-CK-HB,,"Upholstered Cal King Size Bed Headboard, 39 Pcs Slats, Pink Finish (16-P107)",14,,,,,847289092223,DSC,,.,,D
6884,CM7099PK-EK-FBR,,"Upholstered Eastern King Size Bed Footboard & Rail, Pink Finish (16-P107)",7,,,,,847289092254,DSC,,.,,D
