1,Item,Page 17-18,Categories,Product Type,Feature,Group Components,Short Description,Long Description,Origin,CTN,Shipping Length (Inch),Shipping Width (Inch),Shipping Height (Inch),Shipping Volume (CuFt),Shipping Weight (LB),Product Dimension (Inch),Style,Material,Material %1,Material %2,Size,Name,Reference Image,Color,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Summary
6228,CM6505-LV,586,Living,Love Seat,,,Love Seat,Furniture of America KATE Mid-Century Modern Love Seat,CN,1,67.5,35,20.5,28,101.2,"67 1/2""L X 35 1/2""W X 39""H (Seat Ht: 19 3/4"", Seat Dp: 20 1/2"")",Mid-Century Modern,,,,0,KATE,CM6505.jpg,Black,Mid-Century Modern Style,Tufting,Wooden Tapering Legs,U-Shaped Base,Leather Gel,Black,,,,,Modern design gets a retro twist with this fun modern love seat with sleek leatherette upholstery and tapered legs. The U-shaped frame encompasses plush tufted cushions that are as attractive as they are comfortable. This mid-century modern inspired  design is sure to be a hit in any contemporary home! -
6229,CM6505-SF,586,Living,Sofa,,,Sofa,Furniture of America KATE Mid-Century Modern Sofa,CN,1,86.8,35,20.5,36,125.4,"85 1/2""L X 35 1/2""W X 39""H (Seat Ht: 19 3/4"", Seat Dp: 20 1/2"")",Mid-Century Modern,,,,0,KATE,CM6505.jpg,Black,Mid-Century Modern Style,Tufting,Wooden Tapering Legs,U-Shaped Base,Leather Gel,Black,,,,,Modern design gets a retro twist with this fun modern sofa with sleek leatherette upholstery and tapered legs. The U-shaped frame encompasses plush tufted cushions that are as attractive as they are comfortable. This mid-century modern inspired desig n is sure to be a hit in any contemporary home! -
6232,CM6144-SECTIONAL,587,Living,Sectional,,"CM6144-1, CM6144-2",Sectional,Furniture of America ESTEE Mid-Century Modern Sectional,,2,0,0,0,69.8,196.9,"108""L X 84""W X 33""H (Seat Ht: 19"", Seat Dp: 23"")",Mid-Century Modern,,,,0,ESTEE,CM6144.jpg,Gray,Mid-Century Modern Style,Tufting,Wooden Tapering Legs,Fabric,Solid Wood & Others*,Gray,,,,,"With this beautiful tufted sectional, you won’t have to compromise style for comfort. The warm gray finish creates a cozy and inviting ambience while maintaining a retro flair. Its tufted backrest and tapered wooden legs are the perfect addition to t he minimalistic structure. Taking inspiration from the 70’s and incorporating modern influences, this sectional is a trendy design that showcases the best of two different styles together. -"
6236,CM6506-SECTIONAL,587,Living,Sectional,,"CM6506-1, CM6506-2, CM6506-3",Sectional,Furniture of America KATE II Mid-Century Modern Sectional,,3,0,0,0,90.5,295.9,"119""L X 103""W X 39""H",Mid-Century Modern,,,,0,KATE II,CM6506.jpg,Black,Mid-Century Modern Style,Tufting,Wooden Tapering Legs,U-Shaped Base,Leather Gel,Black,,,,,Modern design gets a retro twist with this fun modern sofa set with sleek leatherette upholstery and tapered legs. The U-shaped frame encompasses plush tufted cushions that are as attractive as they are comfortable. This mid-century modern inspired d esign is sure to be a hit in any contemporary home! -
6237,CM6977BK-CH,588,Living,Chair,,,"Chair, Black","Furniture of America JANIE Mid-Century Modern Chair, Black",CN,1,39.8,33.3,20.5,15.7,61.6,"39 1/2""L X 32 1/2""W X 34 1/2""H (Seat Ht: 18 1/2"", Seat Dp: 20"")",Mid-Century Modern,,,,0,JANIE,CM6977BK-CH.jpg,Black,Mid-Century Modern Style,Wooden Tapering Legs,Track Arms,Padded Linen,Solid Wood & Others*,Black,,,,,"Enhance your living room decor with retro styles and chic designs. The simplified structure of this chair is supported on long mid-century modern inspired legs that create an elevated and throwback appeal. High density foam cushions provide a plush a nd comfortable seating area for your guests, allowing this one-of-a-kind design to take center stage! -"
6238,CM6977BK-LV,588,Living,Love Seat,,,"Love Seat, Black","Furniture of America JANIE Mid-Century Modern Love Seat, Black",CN,1,59.5,33.3,20.5,23.5,85.8,"59 1/2""L X 32 1/2""W X 34 1/2""H (Seat Ht: 18 1/2"", Seat Dp: 20"")",Mid-Century Modern,,,,0,JANIE,CM6977BK.jpg,Black,Mid-Century Modern Style,Wooden Tapering Legs,Track Arms,Padded Linen,Solid Wood & Others*,Black,,,,,"Enhance your living room decor with retro styles and chic designs. The simplified structure of this love seat is supported on long mid-century modern inspired legs that create an elevated and throwback appeal. High density foam cushions provide a plu sh and comfortable seating area for your guests, allowing this one-of-a-kind design to take center stage! -"
6239,CM6977BK-SF,588,Living,Sofa,,,"Sofa, Black","Furniture of America JANIE Mid-Century Modern Sofa, Black",CN,1,75.5,33.3,20.5,29.8,99,"75""L X 32 1/2""W X 34 1/2""H (Seat Ht: 18 1/2"", Seat Dp: 20"")",Mid-Century Modern,,,,0,JANIE,CM6977BK.jpg,Black,Mid-Century Modern Style,Wooden Tapering Legs,Track Arms,Padded Linen,Solid Wood & Others*,Black,,,,,"Enhance your living room decor with retro styles and chic designs. The simplified structure of this sofa is supported on long mid-century modern inspired legs that create an elevated and throwback appeal. High density foam cushions provide a plush an d comfortable seating area for your guests, allowing this one-of-a-kind design to take center stage! -"
6240,CM6977GY-CH,588,Living,Chair,,,"Chair, Gray","Furniture of America JANIE Mid-Century Modern Chair, Gray",CN,1,39.8,33.3,20.5,15.7,61.6,"39 1/2""L X 32 1/2""W X 34 1/2""H (Seat Ht: 18 1/2"", Seat Dp: 20"")",Mid-Century Modern,,,,0,JANIE,CM6977GY-CH.jpg,Gray,Mid-Century Modern Style,Wooden Tapering Legs,Track Arms,Padded Linen,Solid Wood & Others*,Gray,,,,,"Enhance your living room decor with retro styles and chic designs. The simplified structure of this chair is supported on long mid-century modern inspired legs that create an elevated and throwback appeal. High density foam cushions provide a plush a nd comfortable seating area for your guests, allowing this one-of-a-kind design to take center stage! -"
6241,CM6977GY-LV,588,Living,Love Seat,,,"Love Seat, Gray","Furniture of America JANIE Mid-Century Modern Love Seat, Gray",CN,1,59.5,33.3,20.5,23.5,65.8,"59 1/2""L X 32 1/2""W X 34 1/2""H (Seat Ht: 18 1/2"", Seat Dp: 20"")",Mid-Century Modern,,,,0,JANIE,CM6977GY.jpg,Gray,Mid-Century Modern Style,Wooden Tapering Legs,Track Arms,Padded Linen,Solid Wood & Others*,Gray,,,,,"Enhance your living room decor with retro styles and chic designs. The simplified structure of this love seat is supported on long mid-century modern inspired legs that create an elevated and throwback appeal. High density foam cushions provide a plu sh and comfortable seating area for your guests, allowing this one-of-a-kind design to take center stage! -"
6242,CM6977GY-SF,588,Living,Sofa,,,"Sofa, Gray","Furniture of America JANIE Mid-Century Modern Sofa, Gray",CN,1,75.5,33.3,20.5,29.8,99,"75""L X 32 1/2""W X 34 1/2""H (Seat Ht: 18 1/2"", Seat Dp: 20"")",Mid-Century Modern,,,,0,JANIE,CM6977GY.jpg,Gray,Mid-Century Modern Style,Wooden Tapering Legs,Track Arms,Padded Linen,Solid Wood & Others*,Gray,,,,,"Enhance your living room decor with retro styles and chic designs. The simplified structure of this sofa is supported on long mid-century modern inspired legs that create an elevated and throwback appeal. High density foam cushions provide a plush an d comfortable seating area for your guests, allowing this one-of-a-kind design to take center stage! -"
6245,CM6799GY-SECTIONAL,589,Living,Sectional,,"CM6799GY-1, CM6799GY-2","Sectional, Gray","Furniture of America Hagen Midcentury Mordern Sectional, Gray",,2,0,0,0,61.4,213.84,"105 1/2""L X 75 1/4""W X 34 1/2""H (SEAT HT: 19"", SEAT DP: 21 1/2"")",Midcentury Mordern,Flannelette,100% Polyester,,0,Hagen,CM6799GY.jpg,Gray,Contemporary Style,Padded Flannelette,Mid-Century Tapered Legs,Pillows Included,Solid Wood/Wood Veneers/Others,Plush Cushions,Gray,,,,"How lovely would it be to come home each day to this inviting sectional? Tightly stitched in soft flannelette upholstery, this sofa is padded to perfection! Whether you choose to kick off your shoes and stretch your tired body across the chaise or sn uggle up against the track armrest, grab a pillow and get comfortable because this sectional was made for your enjoyment. -"
6248,CM6799NV-SECTIONAL,589,Living,Sectional,,"CM6799NV-1, CM6799NV-2","Sectional, Navy","Furniture of America Hagen Midcentury Mordern Sectional, Navy",,2,0,0,0,61.4,213.84,"105 1/2""L X 75 1/4""W X 34 1/2""H (SEAT HT: 19"", SEAT DP: 21 1/2"")",Midcentury Mordern,Flannelette,100% Polyester,,0,Hagen,CM6799NV.jpg,Navy,Contemporary Style,Padded Flannelette,Mid-Century Tapered Legs,Pillows Included,Solid Wood/Wood Veneers/Others,Plush Cushions,Navy,,,,"How lovely would it be to come home each day to this inviting sectional? Tightly stitched in soft flannelette upholstery, this sofa is padded to perfection! Whether you choose to kick off your shoes and stretch your tired body across the chaise or sn uggle up against the track armrest, grab a pillow and get comfortable because this sectional was made for your enjoyment. -"
6251,CM6851GY-SECTIONAL,590,Living,Sectional,,"CM6851GY-1, CM6851GY-2","Sectional, Gray","Furniture of America GLENDA II Contemporary Sectional, Gray",,2,0,0,0,42.5,213.4,"106""W X 83""D X 35""H",Contemporary,,,,0,GLENDA II,CM6851GY.jpg,Gray,Contemporary Style,Button Tufted Design,Chrome Legs,Moveable SIngle Chair,Contrasting Welt,Fabric,Solid Wood & Others*,Gray,,,Enjoy the cozy and inviting ambiance that this contemporary piece brings into your living room! The L-shaped sectional offers plenty of seats for everyone to stretch out while the button tufted cushions provide relaxing lumbar support. A sophisticate d welt trim adds contrast to each of the color options and helps accentuate the sloping track arms for a stunning visual effect that will give your living room a modern vibe. -
6254,CM6851BG-SECTIONAL,591,Living,Sectional,,"CM6851BG-1, CM6851BG-2","Sectional, Beige","Furniture of America GLENDA II Contemporary Sectional, Beige",,2,0,0,0,42.5,213.4,"105 1/2""W X 83""D X 35""H",Contemporary,,,,0,GLENDA II,CM6851BG.jpg,Beige,Contemporary Style,Button Tufted Design,Chrome Legs,Moveable SIngle Chair,Contrasting Welt,Fabric,Solid Wood & Others*,Beige,,,Enjoy the cozy and inviting ambiance that this contemporary piece brings into your living room! The L-shaped sectional offers plenty of seats for everyone to stretch out while the button tufted cushions provide relaxing lumbar support. A sophisticate d welt trim adds contrast to each of the color options and helps accentuate the sloping track arms for a stunning visual effect that will give your living room a modern vibe. -
6257,CM6851BK-SECTIONAL,591,Living,Sectional,,"CM6851BK-1, CM6851BK-2","Sectional, Black","Furniture of America GLENDA II Contemporary Sectional, Black",,2,0,0,0,42.5,213.4,"105 1/2""W X 83""D X 35""H",Contemporary,,,,0,GLENDA II,CM6851BK.jpg,Black,Contemporary Style,Button Tufted Design,Chrome Legs,Moveable SIngle Chair,Contrasting Welt,Fabric,Solid Wood & Others*,Black,,,Enjoy the cozy and inviting ambiance that this contemporary piece brings into your living room! The L-shaped sectional offers plenty of seats for everyone to stretch out while the button tufted cushions provide relaxing lumbar support. A sophisticate d welt trim adds contrast to each of the color options and helps accentuate the sloping track arms for a stunning visual effect that will give your living room a modern vibe. -
6258,CM6791BK-CH,592,Living,Chair,,,"Chair, Black",,CN,1,32,31.5,31,18.1,56.1,"31 1/2""L X 29 7/8""W X 28""H",Contemporary,Leatherette,,,0,Leifur,CM6791BK.jpg,Black,Contemporary Style,Tuxedo-Inspired Design,Stainless Steel Frame,Track Arms,Leatherette,Black,,,,,Clean lines and simple designs make this modern sofa set a true showstopper! Boxlike framework showcases sleek track arms and smooth upholstery while the slim stainless steel framework not only acts as a sturdy base but also adds a stylish touch that  pushes the boundaries of imagination and creativity. -
6259,CM6791BK-SF,592,Living,Sofa,,,"Sofa, Black",,CN,1,76.5,31.5,31,43.2,91.3,"76 3/8""L X 29 7/8""W X 28""H",Contemporary,Leatherette,,,0,Leifur,CM6791BK.jpg,Black,Contemporary Style,Tuxedo-Inspired Design,Stainless Steel Frame,Track Arms,Leatherette,Black,,,,,Clean lines and simple designs make this modern sofa set a true showstopper! Boxlike framework showcases sleek track arms and smooth upholstery while the slim stainless steel framework not only acts as a sturdy base but also adds a stylish touch that  pushes the boundaries of imagination and creativity. -
6260,CM6791WH-CH,592,Living,Chair,,,"Chair, White",,CN,1,32,31.5,31,18.1,56.1,"31 1/2""L X 29 7/8""W X 28""H",Contemporary,Leatherette,,,0,Leifur,CM6791WH.jpg,White,Contemporary Style,Tuxedo-Inspired Design,Stainless Steel Frame,Track Arms,Leatherette,White,,,,,Clean lines and simple designs make this modern sofa set a true showstopper! Boxlike framework showcases sleek track arms and smooth upholstery while the slim stainless steel framework not only acts as a sturdy base but also adds a stylish touch that  pushes the boundaries of imagination and creativity. -
6261,CM6791WH-SF,592,Living,Sofa,,,"Sofa, White",,CN,1,76.5,31.5,31,43.2,91.3,"76 3/8""L X 29 7/8""W X 28""H",Contemporary,Leatherette,,,0,Leifur,CM6791WH.jpg,White,Contemporary Style,Tuxedo-Inspired Design,Stainless Steel Frame,Track Arms,Leatherette,White,,,,,Clean lines and simple designs make this modern sofa set a true showstopper! Boxlike framework showcases sleek track arms and smooth upholstery while the slim stainless steel framework not only acts as a sturdy base but also adds a stylish touch that  pushes the boundaries of imagination and creativity. -
